@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'nora lawrence rt soraya ta tú te callah y me hace un sandwich o qué me haces tú nora lawrence'
positive,'fixpina rt rctv contigo video así fue como reimy chavez presentador de globovision renunció ayer a en vivo http t co w y gmrhtn'
positive,'aeg yo quieroo un perritto de esos '
positive,'andygotfridt jajajajaja que onda desbloqueo el cel y cargan los mismos tweets veces jajajajajajaja'
positive,'lmdc rt pastorcarloso dios jamas busca personas perfectas el perfecciona a las personas que busca '
negative,'jampy ya estaba el profesor tardando en decirme que me valla a la calle jajajaja'
positive,'lululachinita rt osvaldomonos elcarton de el tapatioenmasc la calor http t co ali hhpypc'
positive,'covagonzalezgil rt vox es buenos días más de personas ya conocen elmisteriodelelefante en un día forma parte del fenómeno rt http t co '
positive,'flaviohernand rt invargas si alguna vez te enamorás http t co pixjalxeml'
negative,'dayiiscardenasg rt esalgodenovios todos tuvimos a alguien con el que hablábamos día tarde y noche y hoy ya no hablamos '
positive,'barbarataoasaku rt paisajes puentes de musgo rosa irlanda http t co swytfcgnjc'
positive,'melanycubides agradecida estoy por tenerte a mi lado lt lt '
negative,'micavelozd rt manuumiolo años de amargura'
negative,'domyzorrita polla tuya me encanta y me da un morbazo tenerte asi jujujujujujujuju mm mi cambia braguitas grr tigree jujujuju'
negative,'danika lefevre que se vaya a la chingada '
positive,'alelielindog rt pinoy quotes perfect combo yung french fries na isasawsaw mo sa ice cream '
negative,'robertovalet rt ubersch ciudad ojeda declaraciones de un joven agredido por la gnb en ojedaenlacalle https t co vac nua z reporteya rebeldiac '
negative,'indallina rt ouject en nuestro tandem carlos quiere aprender cinema d pidele lo que necesites a cambio aprenderesgratis http t co eimz atj w'
positive,'astridcruz estar sin entrenar y todavía estresada por la escuela a hecho de mis últimos días un fastidio'
positive,'lavozhouston estados unidos y méxico empatan en amistoso previo al mundial de fútbol en arizona http t co iidhwpodvq'
positive,'todotransport jmmoruno bonita bici abrazos desde la lluviosa madrid '
positive,'rosaarioluque rt buscamaria los mejores amigos son esos que te apoyan hasta en los momentos difíciles '
positive,'alanccitocabral yo sigo en la mia como todos los dias '
positive,'rpcigar alloysn rt tutina desantos con los niños de sueño encantado en ibagué me llené de fuerza para seguir trabajando por una colombia en paz http '
positive,'ysm rt santiagocastro boberobe unete andamos de desquiciados freneticos con problemas con la bebida ysm felipepipo '
positive,'andymontenegro el problema no es que sea prohibido el problema es cuando se hace vicio'
positive,'markitosbenelli rt zodiacohoy escorpión por más que tengas a tu pareja siempre a tu lado no lo descuides por nada ya que no faltará una persona que dese '
positive,'areadani delafe y como alegrar las mañanas'
positive,'lope de pega muylococuando te desnudas lentamente delante de mi'
positive,'alejgandica rt rosmyguzman llegan los tiempos de tomarse las responsabilidades y los deberes en serio '
positive,'damieftzayn las argentinas somos mas diosas jajajajajajajajjaja si son mas perdedoras que nada cierren la boca pendejas'
positive,'laury rt michelpesquera la sonrisa incontrolable feliz viernes http t co ggsmolofjc'
positive,'nadiahartkopf al fin tw pone algo como la gente en la ubicación loco ya me habia cansado de estar en brasil aguante sgo del estero locoo jajajaja'
positive,'agos oreglia emmaaiacc jajajajaja no me muero vos tenes que decirme soy yo ay jajajaja'
positive,'cheycordova erescurioso si haces deporte con música tu resistencia aumenta un más que si lo haces en silencio escucha eye of tiger '
positive,'sergiofernogues chusiboy johnnieve edujlara albertohiis jajaja lo que da la foto del peto puto enano'
negative,'desiechelon creo que va siendo hora de un stm time '
positive,'elfuckinnigga g a b s oye tu pioresnada no es tuitero pásame su user a ver si el cabron si me manda la chingada invitación pa la boda '
positive,'yooliitha nose pero el odiarte me a hecho feliz '
positive,'noeliia barrera esto está más muerto que los floggers '
positive,'btchpls rt freddiroblastar no fuiste mia pero casi las jordan te quedaban flashy '
positive,'valenperez yo quiero ser tu amor por siempre '
negative,'rociio denisse vamos que hoi no tengo ganas de olvidarte tengo la botella vacia y el alma tan fria '
positive,'paulaposenatto soy todo tuyo dijo jaja me muero no encerio sos todo mío '
negative,'victor flores rt buenosmodales no tutee al taxista ni a la mujer del servicio déles el respeto que se merecen por cierto tampoco ellos le deberían '
positive,'celin cjs todo vuelve gente'
positive,'beto acevedo terminar clases a las mañana y decirme que espere hasta las suena tentador pero difícil c'
positive,'solosoyjuancho holis '
positive,'guradoru pic rt gekiyaba sensu 成功者と失敗者は紙一重の差しかない ω ﾉ ﾉ http t co upbnd bn g'
positive,'andreamarmol danmartinezf te muerdes las uñas cochino '
positive,'tuitasir rt rodrigogaro y lo único que ha hecho no me aburra este partido martinoli y garcía lo siento pero siguen siendo los mejores y no le '
positive,'camilaa antes me caías re bien y ahora '
negative,'lucianaalday rt mattybenavides a pesar de todo siempre hay razones para ser feliz '
positive,'mchava mientras tanto en japón http t co eduhxbutz '
positive,'evamartinez dreito planb venga ya para clase golfoo '
negative,'sami casado rt moda chicas querer que sea verano para poder ponerme los shorts otra vez rt si tienes ganas fav si no http t co jjz fbhn '
positive,'lp lamarina el iv desafío miradores de xàbia reunirá a participantes y equipos http t co lsrkt bd '
negative,'coshi oinck ariel cr me llamo ariely pero muchos dicen que es difícil o lo pronuncian mal y me dicen ariel igual me dicen así por la sirenita xd'
negative,'paulinayaser rt willywo como la flor\ncomo la flor\ntanto amor\ntanto amor\nme diste tuuú\nse marchitó\nme marcho hoy\nyo sé perder\npero ah ah ay\ncomo me d '
positive,'viviansotelover rt sombrasg una persona que ríe a diario no es porque siempre le vaya bien sino porque aprendió que debe sonreír en las buenas y en la '
negative,'dayanarzate rt vegetta para empezar bien la mañana p https t co vydiw j aq'
positive,'diegojesuss mi equipo juega esta noche los cuartos de la europa league y el tuyo '
positive,'juaniyoml buenos dias pues vamos a por el jueves'
positive,'fermtz anpnl espero que te la pases muy bien el día de hoy jueves saludos '
positive,'kikeloya qe manera de terminar el dia platicando con la licenciada de la casa alondraloya '
negative,'verocabg bueno manzana'
negative,'mariangelicaar rt sombrasg una persona que ríe a diario no es porque siempre le vaya bien sino porque aprendió que debe sonreír en las buenas y en la '
positive,'rubio com cuando sientas que tu vida no tiene sentido recuerda que dios tiene algo especial para ti http t co efzfbgncie'
negative,'nono ex かっこよすぎ ε ˋ http t co yhdawuciqr'
positive,'sirenatextual rt diceprinceroyce cuando sonrío es porque te pienso '
positive,'jenn bebetiita rt esalgodenovios todos tuvimos a alguien con el que hablábamos día tarde y noche y hoy ya no hablamos '
positive,'srindiferencia rt diceprinceroyce cuando sonrío es porque te pienso '
positive,'andreeaasecas bueno pequeño que decir de ti después de estos quince meses creo que ya está todo dicho aunque quiero http t co xi jdo qrx'
negative,'asianbytes publiqué una nueva foto en facebook http t co zveki d lb'
positive,'danielajimenzp rt linarlopez compra el tiquete no es lo mismo que entra al avión '
positive,'dirtynho de las mejores bromas de andaya'
positive,'fans betis más cerca y a la vez más lejos http t co csquqkq '
positive,'sonof rt joservalbuena maracaibo boicot a corpoelec que nadie pague luz los cobres se los roban da igual no pagar no hay calidad la multa '
positive,'maxiavila dormi putas horas y ya no puedo dormir mas '
negative,'verophz eso es lo que quiero ver me da pena jeje http t co i fazkn w'
positive,'cggcin rt eleconomistaes apple negocia la mayor compra de su historia para asegurarse pantallas que consuman menos http t co wgflohkho '
positive,'thetribez los habitantes de mi reino están encantados con su torre de castillo http t co a l hkxmer android androidgames gamein '
positive,'anaasantomarco alguien que te haga volar como yo no vas a encontrarlo '
positive,'gdvruiz dios quítame lo full preguntona '
positive,'vladimir y ahora también la cose se hará la ofendida y dirá que su marido tenía todo en regla dimitirá de una puta vez http t co my m e n'
negative,'oswaldohwait rt xthila todo lo bueno en esta vida presenta alguna consecuencia un precio a pagar así funciona '
negative,'fernandarguezs oscarurias pensé que no sospecharías '
negative,'alizyana sueño cuál sueño si se me cerraban solo los ojos en el ser icio y ajorota no quieren cerrar '
positive,'jcpatlantis rt soyunsol te amo olí http t co yc qllo '
positive,'michelbernal rt luismquijada no te olvidé sólo te deje de buscar '
positive,'c bonich rt cooperativa municipalidad de alto hospicio informó que la ruta que une a la comuna con iquique está absolutamente bloqueada http t '
positive,'jmarazzita verte brillar igual que el fuego una vez más'
positive,'juanda vulcano flea gettin ready for colombia '
positive,'facubertino recuerdodeborracho con los pibes en cumple negro ohh no me acuerdo de nada '
positive,'amorfrancess che pero que pija esto eh'
positive,'jpenaa rt mieers que paja ser tan maricos'
positive,'milloremtgn rt circdetarragona editorial cas pàrquing jaume i morts que potser no ho són tarragoninament tgn\nhttp t co ot qjye hz'
positive,'consturomero aay lo amo a mi godo juan es el mejor de todos'
positive,'bonkers si es que voy provocando con mi nuevo corte de pelo sexy'
negative,'gninfulo nuevos seguidores unfollowers tuitutil http t co krc bz hq'
positive,'enderher rt elcitizen contundente el comunicado de la presidencia de la conferencia episcopal venezolana sin determinar la verdad será imposib '
negative,'antowalker si un hombre tiene helechos en su casa desconfíen de él los hombres solo cuidan plantas de marihuana '
positive,'chinaishappy el pelado es mio tokenn loras token '
positive,'aurerma losnegros presente y futuro de nuestras trabajaderas http t co jcvxuwnonn '
positive,'trafficvalencia via luchavzlaa solo en dictadura se consideran enemigos de guerra a los estudiantes eso ha sucedido en diferentes dictaduras en el mund'
positive,'laumarquez me lleno de emocion ver que eli tiene una foto de portada conmigo '
positive,'julietarobledo siempre'
negative,'samanthamors quiero verlo '
positive,'dsul no puedo controlar mi felicidad '
positive,'jfpg me ha gustado un vídeo de youtube de jfpg http t co x erribqe hunger games fail hg español minecraft '
positive,'lorenmdt rt supersarcasmo diseña unos zapatos para que su hija paralítica sepa lo que es caminar enorme http t co ujtuaiory '
positive,'nicolas c quiero saber q es de la vida de mi ex compañera antonella lt espero q en el grupo q crearon me ayuden'
positive,'geeslovesmcr helenitzelinkin que bien se puede saber de que se trata '
positive,'olvazquez miamigalaloca se atora en cualquier tronco '
negative,'shampoo en sí yo también me refería a helena de troya'
positive,'melanymunozv mariaprator ya te escribi responde'
positive,'camilaescalanth rt erickalayola camilaescalanth felicidades camila pasatela super bien hay te compro tu taza de baño estoy dispuesto a donar te quie '
positive,'alvaronicolasb quederap pues muevete en patin jajjaja'
positive,'tomasturbar mira si rt luispadrong naguevonada como se fijo marmol de las uñas de dan wtf '
positive,'luz de la torre snoopybabe te desea buenas noches http t co k xpumezuj'
positive,'jaqui fue un gran paso para los dos suerte en todo besos '
positive,'notsuffer ay tan gay rt diceprinceroyce cuando sonrío es porque te pienso '
positive,'lauufuentenebro de abril '
positive,'greciadelfin alguien me hizo muuy feliz hoy diego luna por ejemplo jaja http t co yfdkhik cn'
positive,'fanstivierae toni auryn buenos dias feliz lunes ciudad zamora mimera ever'
positive,'marianaawh dios bendiga el tequila con summertimes sadness de fondo y mis amigos bailando tbt el teatro bar http t co nc hrdtsl'
negative,'javiermarriaga mitabletconcontacto mitabletconcontacto andresarizav mitabletconcontacto jfrei'
positive,'ckiel pinoy quotes perfect combo yung french fries na isasawsaw mo sa ice cream yummy '
